시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
경북,죽변초등학교화성분교장,2007,울진,초,미활용,경상북도 울진군 죽변면 화성리 369
경북,죽장초등학교가사분교장,1993,포항,초,대부,경상북도 포항시 북구 죽장면 가사리 380-1
경북,죽장초등학교상사분교장,2001,포항,초,대부,경상북도 포항시 북구 죽장면 상사리 1181-1
경북,죽장초등학교죽북분교장,2008,포항,초,대부,경상북도 포항시 북구 죽장면 합덕리 276
경북,중동중학교,2008,상주,중,미활용,경상북도 상주시 중동면 간상리 872
경북,지곡초등학교용구분교장,2001,영천,초,미활용,경상북도 영천시 화남면 구전리 414-3
경북,지동초등학교,2013,김천,초,대부,경상북도 김천시 아포읍 지리 376
경북,지례중학교(김천상고 병설),2017,김천,중,미활용,경상북도 김천시 지례면 교리 407
경북,지례중학교구성분교장,2017,김천,중,미활용,경상북도 김천시 구성면 송죽리 800
경북,지례중학교부항분교장,2017,김천,중,대부,경상북도 김천시 부항면 사등리 597
경북,지보고등학교,2014,예천,고,자체활용,경상북도 예천군 지보면 마전리 142-1
경북,지사초등학교,2012,성주,초,미활용,경상북도 성주군 수륜면 오천리 280
경북,지품초등학교낙평분교장,1995,영덕,초,대부,경상북도 영덕군 지품면 낙령리 398-2
경북,직지초등학교대성분교장,1995,김천,초,대부,경상북도 김천시 대항면 대성리 489-4
경북,창수중학교,2009,영덕,중,대부,경상북도 영덕군 창수면 신기리 59-7
경북,창수초등학교미곡분교장,1994,영덕,초,대부,경상북도 영덕군 창수면 미곡리 583
경북,창수초등학교오촌분교장,1998,영덕,초,대부,경상북도 영덕군 창수면 오촌리 244-1
경북,천북초등학교물천분교장,2017,경주,초,대부,경상북도 경주시 천북면 물천리 624-1
경북,천북초등학교화당분교장,2001,경주,초,대부,경상북도 경주시 천북면 화산리 145-1
경북,청경초등학교,1998,영천,초,대부,경상북도 영천시 고경면 도암리 147
경북,청남초등학교구매분교장,1993,영양,초,대부,경상북도 영양군 청기면 구매리 48
경북,청도동부초등학교,1995,청도,초,대부,경상북도 청도군 청도읍 원리 412
경북,청운초등학교,1996,청송,초,대부,경상북도 청송군 청송읍 청운리 996
경북,청하초등학교서정분교장,1997,포항,초,대부,경상북도 포항시 북구 청하면 서정리 685
경북,청하초등학교청하남부분교장,2016,포항,초,대부,경상북도 포항시 북구 청하면 소동리 768-1
경북,태화초등학교광천분교장,1997,김천,초,대부,경상북도 김천시 봉산면 광천리 520-4
경북,평은초등학교영은분교장,1995,영주,초,자체활용,경상북도 영주시 평은면 평은리 1110-1
경북,평해여자중학교,2019,울진,중,자체활용,경상북도 울진군 평해읍 평해리 413
경북,풍각남부초등학교,1994,청도,초,대부,경상북도 청도군 풍각면 차산리 184-1
경북,풍각초등학교서부분교장,2000,청도,초,대부,경상북도 청도군 풍각면 안산리 585
경북,풍동초등학교,1999,안동,초,대부,경상북도 안동시 풍산읍 회곡리 696
경북,풍서초등학교,2016,안동,초,대부,경상북도 안동시 풍천면 가곡리 595
경북,풍양고등학교,2017,예천,고,자체활용,경상북도 예천군 풍양면 낙상리 253
경북,풍천중학교,2016,안동,중,자체활용,경상북도 안동시 풍천면 도양리 106-1
경북,풍천초등학교,2016,안동,초,대부,경상북도 안동시 풍천면 구담리 541-1
경북,하양초등학교화성분교장,2022,경산,초,자체활용,경상북도 경산시 하양읍 환상리 75-1
경북,해평초등학교괴곡분교장,1995,구미,초,미활용,경상북도 구미시 해평면 괴곡리 351
경북,해평초등학교일선분교장,2008,구미,초,자체활용,경상북도 구미시 해평면 낙산리 598-1
경북,해평초등학교향산분교장,2013,구미,초,미활용,경상북도 구미시 해평면 산양리 57-1
경북,현남초등학교,1997,청송,초,대부,경상북도 청송군 안덕면 덕성리 217-2
경북,화남초등학교,1995,안동,초,대부,경상북도 안동시 풍천면 어담리 239
경북,화남초등학교죽곡분교장,1995,영천,초,대부,경상북도 영천시 화남면 죽곡리 650-2
경북,화령초등학교사산분교장,1994,상주,초,대부,경상북도 상주시 화서면 사산리 63
경남,(구)갈전초등학교,1999,진주,초,대부,경상남도 진주시 금산면 갈전리 1441-1
경남,(구)구암여자중학교,2017,창원,중,자체활용,경상남도 창원시 마산회원구 구암동 1333
경남,(구)김해봉황초등학교,2006,김해,초,미활용,경상남도 김해시  봉황동 129
경남,(구)남상초등학교,1999,거창,초,대부,경상남도 거창군 남상면 대산리 128
경남,(구)대산초등학교,2007,함안,초,대부,경상남도 함안군 대산면 평림리 398-1
경남,(구)문산중학교,2016,진주,중,자체활용,경상남도 진주시 문산읍 삼곡리 640-1
경남,(구)미천초등학교,2007,진주,초,미활용,경상남도 진주시 미천면 오방리 141-4
경남,(구)북면초등학교,2014,창원,초,자체활용,경상남도 창원시 의창구 북면 동전리 141-3
경남,(구)상동초등학교,2013,밀양,초,대부,경상남도 밀양시 상동면 금산리 875-2
경남,(구)수남초등학교,2009,김해,초,자체활용,경상남도 김해시 응달동 154-21
경남,(구)숭덕초등학교,1998,거제,초,미활용,경상남도 거제시 둔덕면 술역리 28-3
경남,(구)양보초등학교,1999,하동,초,자체활용,경상남도 하동군 양보면 장암리 583
경남,(구)웅천초등학교,2018,창원,초,자체활용,경상남도 창원시 진해구 성내동 399-4
경남,(구)장재초등학교,2015,진주,초,자체활용,경상남도 진주시 장재동 582
경남,(구)주촌초등학교,2019,김해,초,자체활용,경상남도 김해시 주촌면 내삼리 652-1
경남,(구)진양고등학교,2017,본청,고,자체활용,경상남도 진주시 문산읍 삼곡리 660
경남,가례초갑을분교장,1999,의령,초,미활용,경상남도 의령군 가례면 개승리 179-1
경남,가북초등학교용암분교장,1997,거창,초,미활용,경상남도 거창군 가북면 용암리 1967
경남,가산초등학교,2019,합천,초,미활용,경상남도 합천군 가야면 사촌리 166
경남,가인초등학교,1993,밀양,초,대부,경상남도 밀양시 산내면 가인리 539-1
경남,거류초대장분교장,1999,고성,초,미활용,경상남도 고성군 동해면 장좌리 756-2
경남,거제초등학교법동분교장,1999,거제,초,대부,경상남도 거제시 거제면 법동리 584-2
경남,거창초등학교화산분교장,1994,거창,초,자체활용,경상남도 거창군 거창읍 가지리 435-1
경남,경호중고등학교,2018,산청,중,자체활용,경상남도 산청군 금서면 화계리 645-2
경남,계룡초등학교삼룡분교장,1999,거제,초,자체활용,경상남도 거제시 문동동 601
경남,계창초등학교옥천분교장,1994,창녕,초,미활용,경상남도 창녕군 창녕읍 옥천리 711
경남,고남초등학교신월분교장,1995,하동,초,대부,경상남도 하동군 고전면 신월리 207-2
경남,고성중학교삼산분교장,2016,고성,중,대부,경상남도 고성군 삼산면 미룡리 285
경남,고전초등학교고남분교장,2021,하동,초,자체활용,경상남도 하동군 고전면 전도리 417
경남,고현중학교,2019,남해,중,미활용,경상남도 남해군 고현면 포상리 152
경남,관동초등학교,2012,함안,초,미활용,경상남도 함안군 법수면 강주리 408-2
경남,광호초등학교,1999,통영,초,대부,경상남도 통영시 광도면 용호리 206
경남,구남중학교구산분교장,1999,창원,중,대부,경상남도 창원시 마산합포구 구산면 수정리 653-2
경남,국산초등학교덕포분교장,1999,거제,초,대부,경상남도 거제시 덕포동 542
경남,군북초등학교사촌분교장,1999,함안,초,대부,경상남도 함안군 군북면 사촌리 862
경남,군북초등학교수곡분교장,1995,함안,초,대부,경상남도 함안군 군북면 수곡리 175
경남,궁류초평촌분교장,1998,의령,초,미활용,경상남도 의령군 궁류면 평촌리 595
경남,금곡초등학교,1999,김해,초,자체활용,경상남도 김해시 한림면 금곡리 851-3
경남,금만초등학교,1998,산청,초,대부,경상남도 산청군 단성면 창촌리 249
경남,금진초등학교,1999,사천,초,대부,경상남도 사천시 서포면 금진리 438
경남,금호초등학교,1994,산청,초,미활용,경상남도 산청군 차황면 실매리 183
경남,김해봉황초등학교이화분교장,1998,김해,초,자체활용,경상남도 김해시 화목동 60-5
경남,남명초평산분교,1998,남해,초,대부,경상남도 남해군 남면 평산리 1446
경남,남상초등학교임불분교장,1994,거창,초,미활용,경상남도 거창군 남상면 임불리 1107
경남,남수중학교,2019,남해,중,미활용,경상남도 남해군 삼동면 지족리 192-7
경남,내공초등학교,1994,산청,초,대부,경상남도 산청군 시천면 내공리 627-2
경남,내동초등학교나동분교장,1998,진주,초,대부,경상남도 진주시 내동면 삼계리 253-9
경남,농산초등학교,1983,거창,초,대부,경상남도 거창군 고제면 궁항리 1181
경남,단산초등학교,2009,밀양,초,대부,경상남도 밀양시 산외면 금곡리 83-2
경남,단성중학교신안분교장,2008,산청,중,자체활용,경상남도 산청군 신안면 문대리 589-3
경남,대곡초등학교마진분교장,1998,진주,초,미활용,경상남도 진주시 대곡면 마진리 195
경남,대금초등학교,1998,거제,초,대부,경상남도 거제시 장목면 율천리 49-3
경남,대방초등학교실안분교장,2004,사천,초,미활용,경상남도 사천시 실안동 440
경남,대성초등학교광일분교장,1999,고성,초,자체활용,경상남도 고성군 거류면 송산로 111
경남,대암초등학교,1999,진주,초,대부,경상남도 진주시 집현면 대암리 417
경남,대학초등학교,1999,창녕,초,대부,경상남도 창녕군 대지면 본초리 276
경남,덕곡중학교,2008,합천,중,미활용,경상남도 합천군  율곡면 와리 384
경남,덕오초등학교,2009,진주,초,미활용,경상남도 진주시 집현면 덕오리 725-2
경남,도산초등학교도남분교장,1998,통영,초,대부,경상남도 통영시 도산면 저산리 613-1
경남,도성초등학교,1994,합천,초,미활용,경상남도 합천군 가회면 도탄리 1078
경남,도원초등학교,1999,통영,초,대부,경상남도 통영시 도산면 원산리 933
경남,도천초등학교,1997,창녕,초,미활용,경상남도 창녕군 도천면 논리 31
경남,동부초등학교가배분교장,1999,거제,초,미활용,경상남도 거제시 동부면 가배리 374
경남,동부초등학교동령분교장,1999,거제,초,대부,경상남도 거제시 동부면 오송리 561
